total_posts,video_posts,image_posts,video_percentage,avg_reach,avg_views,avg_engagement,avg_likes,engagement_rate,total_links,links_percentage
94,50,38,53.191489361702125,50015.21052631579,37807.8,5072.0526315789475,324.84090909090907,8.87899049857574,10,10.638297872340425
